公司統一編號,公司名稱,分公司統一編號,分公司名稱,Address,分公司狀態,分公司核准設立日期,分公司最後核准變更日期,Longitude,Latitude
22555003,統一超商股份有限公司,16088488,台北縣第２７５分公司,新北市中和區興南路二段90號,1,0860801,1121128,121.5054471,24.9844931
22555003,統一超商股份有限公司,16088494,新竹巿第３２分公司,新竹市北區福林里９鄰東大路二段２６１號１樓,3,0860801,0860801,120.96413,24.816797
22555003,統一超商股份有限公司,16088500,高雄市第三八九分公司,高雄市大社區中山路２６１號,1,0860801,1120315,120.349125,22.731944
22555003,統一超商股份有限公司,16088760,台北巿第３５０分公司,臺北市大安區和平東路二段118巷33號1樓,1,0860805,1121128,121.5429475,25.023532
22555003,統一超商股份有限公司,16088776,台北縣第２７６分公司,新北市板橋區文化路一段２８７號１樓,3,0860805,0860805,121.4648239,25.018788
22555003,統一超商股份有限公司,16088781,高雄縣第５７分公司,高雄市旗山區延平一路七十八號,3,0860805,0910806,120.4836101,22.8911822
22555003,統一超商股份有限公司,16089022,台中縣第８１分公司,臺中市大肚區沙田路三段８８２號１樓,3,0860811,0860811,120.5424156,24.1691523
22555003,統一超商股份有限公司,16089037,南投縣第１５分公司,南投縣鹿谷鄉鹿谷村仁義路１４８號１樓,3,0860811,0881124,120.7524,23.7460911
22555003,統一超商股份有限公司,16089043,高雄巿第１５９分公司,高雄市三民區港東里中山一路３３６、３３８號１樓,3,0860811,0950307,120.3027929,22.6373607
22555003,統一超商股份有限公司,16089058,高雄市第四五九分公司,高雄市橋頭區白樹路53號,1,0860811,1120315,120.3051622,22.7586535
22555003,統一超商股份有限公司,16089178,桃園縣第１０１分公司,桃園市中壢區龍岡路三段１９２、１９４號１樓,3,0860811,1040715,121.2340135,24.9354194
22555003,統一超商股份有限公司,16089183,桃園縣第１００分公司,桃園市中壢區東興里新興路１６２號１樓,1,0860811,1040715,121.2263797,24.9529942
22555003,統一超商股份有限公司,16089199,台北巿第３５１分公司,臺北市北投區明德路99號1樓,1,0860811,1070905,121.519384,25.1095176
22555003,統一超商股份有限公司,16089732,台北巿第３５２分公司,臺北市中山區復興北路164號1樓,1,0860820,1070905,121.5438509,25.0535195
22555003,統一超商股份有限公司,16089971,屏東縣第二十九分公司,屏東縣恆春鎮墾丁里墾丁路六十、六十二號１樓,3,0860821,0860821,120.7925735,21.9459705
22555003,統一超商股份有限公司,16090175,台中縣第八十二分公司,臺中市龍井區忠和村中央路三段五十一號１樓,3,0860825,1110621,120.5260844,24.2155154
22555003,統一超商股份有限公司,16090180,台中縣第八十三分公司,臺中市大肚區福山村沙田路一段４２６–７號１樓,3,0860825,0860825,120.5655128,24.1231285
22555003,統一超商股份有限公司,16090196,台中縣第八十四分公司,臺中市清水區西社里海濱路１６８之１號１樓,3,0860825,1010830,120.566645,24.2721037
22555003,統一超商股份有限公司,16090203,台中縣第八十五分公司,臺中市神岡區中山路736號1樓,1,0860825,1110624,120.6803676,24.2482292
22555003,統一超商股份有限公司,16090267,台北巿第３５３分公司,臺北市松山區南京東路三段３４２號１樓,3,0860825,0930206,121.5479418,25.051552
22555003,統一超商股份有限公司,16090273,彰化縣第３０分公司,彰化縣和美鎮犁盛里彰新路二段５４５號１樓,3,0860825,0890831,120.5333393,24.104636
22555003,統一超商股份有限公司,16090463,台中縣第八０分公司,臺中市大里區大明路２３８號１樓,1,0860828,1110621,120.6837576,24.1153802
22555003,統一超商股份有限公司,16090479,屏東縣第２８分公司,屏東縣屏東市永安里建國路九十九–１號１樓,3,0860828,0930609,120.4834359,22.664602
22555003,統一超商股份有限公司,16090484,屏東縣第２７分公司,屏東縣屏東市潭墘里大同北路１號１樓、勝利路262之2號1樓,1,0860828,1000630,120.4748819,22.6788854
22555003,統一超商股份有限公司,16090490,高雄巿第１５８分公司,高雄市三民區莊敬路２８９號,1,0860828,1120315,120.3184713,22.6496371
22555003,統一超商股份有限公司,16090652,台北縣第２７７分公司,臺北縣蘆洲鄉中原里十六鄰中正路１８５巷六十號１樓,3,0860828,0870704,121.468624,25.0854563
22555003,統一超商股份有限公司,16090668,嘉義縣第１１分公司,嘉義縣民雄鄉民權路42-2號1樓,3,0860828,0990602,120.431273,23.558111
22555003,統一超商股份有限公司,16090674,雲林縣第二十一分公司,雲林縣元長鄉中山路32、32-2號1樓,1,0860828,1120105,120.3137647,23.649679
22555003,統一超商股份有限公司,16090689,桃園縣第１０２分公司,桃園市桃園區莊敬里經國路242號1樓,1,0860828,1111125,121.3040382,25.0206289
22555003,統一超商股份有限公司,16090718,台中巿第１２０分公司,臺中市西屯區臺中港路三段１９６號１樓,3,0860828,       ,120.6497421,24.1752498
22555003,統一超商股份有限公司,16090724,彰化縣第三十一分公司,彰化縣彰化市南興里天祥路359號1樓,1,0860828,1110623,120.5332522,24.0615314
22555003,統一超商股份有限公司,16090739,彰化縣第三十二分公司,彰化縣彰化市平和里金馬路三段７８４號１樓,3,0860828,1010831,120.5305365,24.0758918
22555003,統一超商股份有限公司,16090745,彰化縣第３３分公司,彰化縣彰化市國聖里中山路三段５１２號１樓,3,0860828,0860828,120.5667159,24.0899823
22555003,統一超商股份有限公司,16090750,彰化縣第三十四分公司,彰化縣伸港鄉新港村中興路一段３５５號１樓,1,0860828,1110621,120.4889053,24.1474322
22555003,統一超商股份有限公司,16091441,台北縣第２７８分公司,新北市中和區忠孝街103、103–1號1樓,1,0860903,1121128,121.5119169,24.9862492
22555003,統一超商股份有限公司,16091456,高雄巿第１６０分公司,高雄市前鎮區竹內里賢明路３、５號１樓,1,0860903,1120315,120.3245877,22.6090124
22555003,統一超商股份有限公司,16091462,高雄巿第一六一分公司,高雄市楠梓區裕昌里後昌路１２８５號１樓,3,0860903,0860903,120.2883354,22.7159134
22555003,統一超商股份有限公司,16091478,高雄市第三三六分公司,高雄市鳳山區中崙四路２號１樓,3,0860903,1000215,120.352681,22.5996538
22555003,統一超商股份有限公司,16091630,台北縣第二八０分公司,新北市汐止區汐萬路2段62巷1號1、2樓,1,0860905,1121129,121.6494752,25.0822916
22555003,統一超商股份有限公司,16091646,桃園縣第１０４分公司,桃園市桃園區大興西路二段1號1樓,1,0860905,1111125,121.3001552,25.0120518
22555003,統一超商股份有限公司,16091651,台南巿第１０４分公司,臺南市中西區協和里二十九鄰和善街五十四號１樓,3,0860905,0870825,120.1908987,23.0011117
22555003,統一超商股份有限公司,16091667,高雄巿第１６３分公司,高雄市新興區新江里中山一路２７２號１樓,3,0860905,0920117,120.3025331,22.6352281
22555003,統一超商股份有限公司,16091673,高雄巿第１６４分公司,高雄市三民區鼎復里鼎山街６８４號１樓,3,0860905,0900201,120.315913,22.649445
22555003,統一超商股份有限公司,16091688,高雄市第三七四分公司,高雄市林園區東林村鳳林路一段１號１樓,3,0860905,1000610,120.397675,22.500865
22555003,統一超商股份有限公司,16091694,桃園縣第１０３分公司,桃園市平鎮區南勢里十四鄰中豐路南勢二段３７７、３７９、３,1,0860905,1040715,121.2116572,24.909672
22555003,統一超商股份有限公司,16091701,台中縣第八十六分公司,臺中市沙鹿區臺灣大道7段812號1樓,1,0860905,1110616,120.5680454,24.2386172
22555003,統一超商股份有限公司,16091717,台南巿第１０３分公司,臺南市中西區大涼里中華西路二段三十六號１樓,1,0860905,1130328,120.1867612,22.9927047
22555003,統一超商股份有限公司,16091723,高雄巿第１６２分公司,高雄市三民區精華里九如二路４４６號１樓,3,0860905,0890104,120.29981,22.641601
22555003,統一超商股份有限公司,16092336,台北巿第３５４分公司,臺北市文山區景中街45號1樓,1,0860912,1121128,121.5440414,24.9927198
22555003,統一超商股份有限公司,16092342,台北縣第２７９分公司,新北市三峽區永館里21鄰文化路122號1樓,1,0860912,1111125,121.3709943,24.9362961
22555003,統一超商股份有限公司,16092357,苗栗縣第１３分公司,苗栗縣苗栗市中正路４０８號１樓,3,0860912,0860912,120.8222284,24.5607429
22555003,統一超商股份有限公司,16092363,台中巿第１２１分公司,臺中市北區賴厝里漢口路四段五十六、五十八、六十號１樓,3,0860912,0900306,120.6819411,24.1672437
22555003,統一超商股份有限公司,16093567,台北縣第２８１分公司,新北市永和區福和路１９６號,3,0860925,0860925,121.5200914,25.0079087
22555003,統一超商股份有限公司,16093573,新竹巿第３３分公司,新竹市北區光華里十鄰湳雅街四十六號１樓,1,0860925,1040716,120.9719017,24.8188898
22555003,統一超商股份有限公司,16093588,高雄巿第１６５分公司,高雄市楠梓區加昌里四十鄰樂群路１５３、１５５號１樓,1,0860925,1120315,120.2969318,22.7182856
22555003,統一超商股份有限公司,16093594,高雄巿第１６６分公司,高雄市三民區德智里自由一路１０５號１樓,3,0860925,0860925,120.3085495,22.6437531
22555003,統一超商股份有限公司,16093855,台北縣第２８４分公司,新北市土城區中華路一段１８７號１樓,3,0860926,0921204,121.4434116,24.9854042
22555003,統一超商股份有限公司,16093861,高雄巿第１６７分公司,高雄市鼓山區光化里鼓山二路三十三號１樓,3,0860926,0911001,120.2824243,22.6326373
22555003,統一超商股份有限公司,16094242,桃園縣第一０五分公司,桃園市八德區大同里二十一鄰福國北街八十二號１樓,3,0861001,1040715,121.2949055,24.9607333
22555003,統一超商股份有限公司,16094257,彰化縣第三十五分公司,彰化縣彰化市進德路二十七號１樓,3,0861001,1010831,120.5586151,24.0844668
22555003,統一超商股份有限公司,16094263,台中縣第八十七分公司,臺中市豐原區三豐路2段186、188號1樓,1,0861001,1110624,120.7208104,24.2673229
22555003,統一超商股份有限公司,16094279,台南縣第５５分公司,臺南市六甲區六甲村二十二鄰中正路５５２號１樓,1,0861001,1130328,120.3167256,23.3304867
22555003,統一超商股份有限公司,16094361,台北巿第３５５分公司,臺北市中山區長安東路二段１７６號１樓,3,0861003,0870113,121.5406131,25.0481601
22555003,統一超商股份有限公司,16094377,台北縣第２８２分公司,新北市汐止區中興路105號,1,0861003,1121129,121.6322411,25.0647258
22555003,統一超商股份有限公司,16094382,台南巿第１０５分公司,臺南市中西區工業里民族路三段九十二號１樓,3,0861003,0920319,120.1964522,22.9948212
22555003,統一超商股份有限公司,16094398,台南縣第５６分公司,臺南市永康區大橋里中華路７６２、７６４號１樓,3,0861003,0950105,120.2282853,23.0172839
22555003,統一超商股份有限公司,16094475,台北縣第二八三分公司,臺北縣汐止鎮忠孝里樟樹一路１２１號１樓,3,0861003,0861003,121.6420245,25.0644249
22555003,統一超商股份有限公司,16094480,台中巿第１２２分公司,臺中市西屯區中工二路１９６號１樓,3,0861003,0861003,120.6157172,24.1764909
22555003,統一超商股份有限公司,16094496,台中縣第八十八分公司,臺中市烏日區中山路二段２８９號１樓,1,0861003,1110621,120.623199,24.1062688
22555003,統一超商股份有限公司,16094502,台南巿第１０６分公司,臺南市東區前鋒路16號1樓,1,0861003,1120105,120.212822,22.9899717
22555003,統一超商股份有限公司,16094518,台南巿第１０７分公司,臺南市東區府宅里大同路一段１７３號１樓,3,0861003,0861003,120.2112992,22.9846306
22555003,統一超商股份有限公司,16094778,新竹市第３４分公司,新竹市西大路６４２號,1,0861007,1040716,120.9612455,24.8078809
22555003,統一超商股份有限公司,16094783,新竹縣第１７分公司,新竹縣湖口鄉孝勢村９鄰忠孝路二十、二十二號１樓,1,0861007,1040716,121.0452745,24.9008374
22555003,統一超商股份有限公司,16094799,新竹縣第１６分公司,新竹縣湖口鄉鳳凰村漢陽路１號,3,0861007,0861007,121.0261687,24.8632335
22555003,統一超商股份有限公司,16094952,台北縣第２８５分公司,新北市中和區中和路380號1樓,1,0861008,1121128,121.5107507,25.0021002
22555003,統一超商股份有限公司,16094968,台中巿第１２３分公司,臺中市北區崇德路一段九十九號１樓,3,0861008,0890914,120.6850095,24.1615591
22555003,統一超商股份有限公司,16094974,台中縣第８９分公司,臺中市太平區�L仔坑路三二八號一樓,3,0861008,0920611,120.7328744,24.1432515
22555003,統一超商股份有限公司,16094989,屏東縣第３０分公司,屏東縣東港鎮興東里中正路一段２０６號１樓,1,0861008,1120315,120.4589134,22.4742069
22555003,統一超商股份有限公司,16095100,高雄巿第１６８分公司,高雄市三民區灣興里民族一路２３９號１樓,3,0861009,0870629,120.3148485,22.6508516
22555003,統一超商股份有限公司,16095116,高雄市第三七五分公司,高雄市林園區鳳芸二路57號1樓 / 鳳芸路3號1樓,1,0861009,1110624,120.3972123,22.4870134
22555003,統一超商股份有限公司,16095122,高雄市第三三七分公司,高雄市鳳山區忠義里中山西路396、398、400號1樓,1,0861009,1020118,120.3404439,22.6292623
22555003,統一超商股份有限公司,16095137,屏東縣第３１分公司,屏東縣枋山鄉楓港村十七鄰舊庄路二十一號１樓,3,0861009,0861009,120.6883211,22.2026194
22555003,統一超商股份有限公司,16095447,台中巿第一二四分公司,臺中市北屯區昌平路二段四十五之８、四十五之９號１樓,1,0861014,1110616,120.6823185,24.1921259
22555003,統一超商股份有限公司,16095452,台南縣第５７分公司,臺南市永康區甲頂里中正南路１８６號１樓,3,0861014,0871228,120.2186471,23.023544
22555003,統一超商股份有限公司,16095468,新竹巿第３５分公司,新竹市西門里３鄰中山路１００號１樓,1,0861014,1040716,120.9653137,24.8046113
22555003,統一超商股份有限公司,16095474,雲林縣第２２分公司,雲林縣麥寮鄉麥津村中山路１９６號１樓,1,0861014,1130328,120.256442,23.7486757
22555003,統一超商股份有限公司,16096620,台北縣第２８８分公司,新北市新莊區福營里６鄰中正路５８７、５８７–１、５８９號,3,0861027,0911008,121.4343642,25.0324385
22555003,統一超商股份有限公司,16096635,台中縣第九十分公司,臺中市太平區精美路1、1-1號1樓,1,0861027,1110712,120.7215075,24.1201258
22555003,統一超商股份有限公司,16096641,高雄縣第６３分公司,高雄市岡山區介壽路十九、二十號１樓,3,0861027,0920620,120.2911596,22.7844645
22555003,統一超商股份有限公司,16096733,台北縣第２８９分公司,新北市泰山區泰林路二段515、517號1樓,1,0861028,1111125,121.4241534,25.0637475
22555003,統一超商股份有限公司,16096749,新北市第二九○分公司,新北市三重區重新路5段609巷12號之9、12號之10,3,0861028,1000726,121.46849,25.0467329
22555003,統一超商股份有限公司,16096754,彰化縣第３６分公司,彰化縣田中鎮員集路二段４４８、４５０號１樓,3,0861028,0861028,120.5853509,23.8601906
22555003,統一超商股份有限公司,16096760,高雄市第三八０分公司,高雄市鳥松區球場路30之5號1樓,3,0861028,1000610,120.3359008,22.655159
22555003,統一超商股份有限公司,16096776,台北縣第２８６分公司,新北市新莊區民安里十三鄰民安西路五十八號１樓,3,0861028,0861028,121.4271821,25.0197811
22555003,統一超商股份有限公司,16096781,台北縣第二八七分公司,新北市新莊區西盛街325、327號1樓,1,0861028,1121206,121.4281966,25.014655
22555003,統一超商股份有限公司,16097796,台北巿第３５６分公司,臺北市士林區士東路48號1樓,3,0861110,1070906,121.5278035,25.1119108
22555003,統一超商股份有限公司,16097965,台北巿第３５７分公司,臺北市松山區八德路四段６５８號１樓,3,0861111,0881110,121.5756847,25.0498897
22555003,統一超商股份有限公司,16097971,台北巿第３５８分公司,臺北市大安區大安路二段102號1樓,1,0861111,1070905,121.5458656,25.0307969
22555003,統一超商股份有限公司,16097986,台北巿第３５９分公司,臺北市士林區德行東路262號1樓,1,0861111,0990820,121.5347114,25.1097341
22555003,統一超商股份有限公司,16097992,新竹巿第３６分公司,新竹市光鎮里十二鄰南大路７５４號,3,0861111,0861111,120.9652864,24.7900669
22555003,統一超商股份有限公司,16098182,基隆市第２１分公司,基隆市中正區祥豐街339號、341號1樓,1,0861114,1121201,121.7677076,25.1447115
22555003,統一超商股份有限公司,16098198,新竹縣第１８分公司,新竹縣竹北市新社里中正西路132、134號,1,0861114,1090603,121.001615,24.840538
22555003,統一超商股份有限公司,16098330,台東縣第１分公司,臺東縣臺東市中山路３９５、３９５–１號１樓,3,0861115,0861115,121.1488148,22.7533813
22555003,統一超商股份有限公司,16098346,台東縣第２分公司,臺東縣臺東市中華路一段３２４號１樓,3,0861115,0861115,121.153809,22.7552549
22555003,統一超商股份有限公司,16098351,台東縣第３分公司,臺東縣臺東市中華路一段４０５、４０７號１樓,3,0861115,0870630,121.1525857,22.7535515
22555003,統一超商股份有限公司,16098367,台東縣第四分公司,臺東縣卑南鄉明峰村忠孝路164、166、168號1樓,1,0861115,1000401,121.092406,22.8563557
22555003,統一超商股份有限公司,16098508,嘉義縣第１２分公司,嘉義縣朴子市竹圍里十一鄰大同路２１２號１樓,3,0861118,0861118,120.2413532,23.4614634
22555003,統一超商股份有限公司,16098514,宜蘭縣第１３分公司,宜蘭縣羅東鎮興東南路188號1樓,1,0861118,1121129,121.7672414,24.6731255
22555003,統一超商股份有限公司,16098520,台北巿第３６０分公司,臺北市大安區東豐街9號1樓,1,0861118,1070906,121.5442501,25.0361488
22555003,統一超商股份有限公司,16098535,台北縣第２９１分公司,新北市汐止區忠孝東路282號1樓,1,0861118,1121129,121.6637533,25.0681665
22555003,統一超商股份有限公司,16098599,台北縣第２９２分公司,新北市蘆洲區保新里4鄰三民路230號1樓,1,0861118,1111125,121.4684862,25.0896247
22555003,統一超商股份有限公司,16098606,新竹巿第３７分公司,新竹市建功里建功路６號１樓,1,0861118,1040716,120.9982743,24.7962042
22555003,統一超商股份有限公司,16098612,雲林縣第２３分公司,雲林縣四湖鄉四湖村中山東路１１３號１樓,1,0861118,1130328,120.2259061,23.6374399
22555003,統一超商股份有限公司,16098900,花蓮縣第１分公司,花蓮縣花蓮市中正路383、385號1樓：花蓮縣花蓮市和平路376樓1號,1,0861120,1121129,121.6030714,23.97444
22555003,統一超商股份有限公司,16098916,花蓮縣第２分公司,花蓮縣吉安鄉中華路二段5號1樓,1,0861120,1121129,121.5878128,23.97394
22555003,統一超商股份有限公司,16098922,花蓮縣第３分公司,花蓮縣吉安鄉自強路５０４號１樓,3,0861120,0861120,121.5915085,23.9860695
22555003,統一超商股份有限公司,16098937,花蓮縣第４分公司,花蓮縣新城鄉嘉新村嘉新１６４、１６４–１號,3,0861120,0861120,121.6127274,24.0095653
22555003,統一超商股份有限公司,16099339,台東縣第５分公司,臺東縣臺東市正氣北路３８９號１樓,1,0861122,1120315,121.1337214,22.7538368
22555003,統一超商股份有限公司,16099345,南投縣第１６分公司,南投縣埔里鎮中正路３７６、３８０號１樓,3,0861122,0881124,120.9683582,23.9644664
22555003,統一超商股份有限公司,16099350,雲林縣第２４分公司,雲林縣水林鄉水南村水林路１５７、１５９號１樓,1,0861122,1130328,120.2454591,23.572348
22555003,統一超商股份有限公司,16431223,桃園縣第１０６分公司,桃園市龜山區文明路43號,1,0861201,1111125,121.3791603,25.0559265
22555003,統一超商股份有限公司,16431238,南投縣第十七分公司,南投縣埔里鎮大湳里中山路1段423號1樓,1,0861201,1110624,120.9790281,23.9767497
22555003,統一超商股份有限公司,16431244,彰化縣第三十七分公司,彰化縣員林市中正路七十五號１樓,1,0861201,1110623,120.573474,23.9561542
22555003,統一超商股份有限公司,16431928,高雄市第一六九分公司,高雄市前鎮區民權里鄭和路四十七、四十九號一樓,3,0861209,0870811,120.3134838,22.607663
22555003,統一超商股份有限公司,16431933,高雄市第三三八分公司,高雄市鳳山區埤頂里建國路一段79號1樓 / 埤頂里建國路一段53巷2弄10號1樓,1,0861209,1000215,120.3769097,22.6355258
22555003,統一超商股份有限公司,16431949,屏東縣第三十二分公司,屏東縣屏東市斯文里二十二鄰自由路５０１號１樓,3,0861209,0910314,120.4904343,22.6831199
22555003,統一超商股份有限公司,16432519,新竹巿第３８分公司,新竹市文華里６鄰北大路三十八號１樓,1,0861210,1040716,120.9712095,24.8117267
22555003,統一超商股份有限公司,16432686,台北縣第２９３分公司,新北市新莊區福基里十七鄰五權一路八十號１樓,3,0861212,0861212,121.4579484,25.0659594
22555003,統一超商股份有限公司,16432692,新北市第二九四分公司,新北市新莊區福基里十七鄰五工二路89、91號1樓,1,0861212,1121205,121.4592801,25.0663901
22555003,統一超商股份有限公司,16432709,桃園縣第１０７分公司,桃園市新屋區新生里十二鄰中山路３６７、３６９、３７１號１,1,0861212,1040715,121.1021528,24.9728972
22555003,統一超商股份有限公司,16432715,桃園縣第１０８分公司,桃園市中壢區興仁路2段57號1樓,1,0861212,0981103,121.2627239,24.9675531
22555003,統一超商股份有限公司,16432721,台東縣第６分公司,臺東縣臺東市新興里二十二鄰中華路一段８３３號１樓,3,0861212,0950328,121.1439851,22.7470716
22555003,統一超商股份有限公司,16432911,台北巿第３６１分公司,臺北市大安區建國南路一段274號1樓,1,0861215,1070905,121.5372892,25.0363427
22555003,統一超商股份有限公司,16432927,台北巿第三六二分公司,臺北市中正區永昌里21鄰中華路2段405、407號1樓,1,0861215,1000530,121.5082565,25.0260137
22555003,統一超商股份有限公司,16432932,嘉義巿第三十分公司,嘉義市西區大溪里北港路597號1樓,1,0861215,1120107,120.4192281,23.4852224
22555003,統一超商股份有限公司,16432948,嘉義縣第１３分公司,嘉義縣民雄鄉建國路三段１７２號１樓,3,0861215,0900510,120.4396226,23.5237907
22555003,統一超商股份有限公司,16433025,台北巿第３６３分公司,臺北市大安區仁愛路四段２６６巷十五弄十八號１樓,3,0861217,0921031,121.5528804,25.0370893
22555003,統一超商股份有限公司,16433046,台北縣第２９５分公司,新北市土城區裕民路２５７–１號,3,0861217,1040713,121.4548695,24.9828913
22555003,統一超商股份有限公司,16433051,高雄巿第１７０分公司,高雄市新興區興昌里二十二鄰中正三路三十號,3,0861217,0861217,120.3115757,22.6307839
22555003,統一超商股份有限公司,16433067,高雄市第三六八分公司,高雄市鳥松區大智路5、7號1樓,1,0861217,1000419,120.3612123,22.659132
22555003,統一超商股份有限公司,16433355,宜蘭縣第十四分公司,宜蘭縣礁溪鄉礁溪路四段85、87號1樓,1,0861220,1001228,121.7688544,24.8195917
22555003,統一超商股份有限公司,16433361,花蓮縣第５分公司,花蓮縣吉安鄉慶豐村24鄰中山路三段423號1樓,1,0861220,1121129,121.5675121,23.9795391
22555003,統一超商股份有限公司,16433377,台中巿第一二五分公司,臺中市北屯區興安路一段２６４、２６６號１樓,3,0861220,1010831,120.6945436,24.1724304
22555003,統一超商股份有限公司,16433382,台中巿第一二六分公司,臺中市北屯區興安路二段六十號１樓,3,0861220,1010831,120.6949775,24.1798624
22555003,統一超商股份有限公司,16433860,台北縣第二九七分公司,新北市土城區亞洲路104、106號1樓,3,0861226,0960625,121.4342033,24.9725233
22555003,統一超商股份有限公司,16433876,彰化縣第３８分公司,彰化縣溪湖鎮員鹿路一段１１１號１樓,3,0861226,       ,120.4686497,23.985912
22555003,統一超商股份有限公司,16433881,台南縣第５８分公司,臺南市麻豆區東角里１鄰興中路１６９號１樓,3,0861226,0861226,120.2529976,23.1837353
22555003,統一超商股份有限公司,16433897,台南縣第５９分公司,臺南市學甲區慈生里１鄰中正路２９８號１樓,1,0861226,1130328,120.1806876,23.2344832
22555003,統一超商股份有限公司,16434571,高雄縣第六十七分公司,高雄市湖內區田尾村中山路一段４８２、４８４號１樓,3,0861231,0861231,120.2413779,22.89353
22555003,統一超商股份有限公司,16434586,屏東縣第３３分公司,屏東縣車城鄉中山路74、76號1樓,1,0861231,1020813,120.7141315,22.0756523
22555003,統一超商股份有限公司,16434592,台北縣第２９６分公司,新北市永和區中和路417、419號1樓,1,0861231,1121128,121.5091974,25.0006993
22555003,統一超商股份有限公司,16434811,台北縣第三○○分公司,新北市三重區自強路4段102、104號1樓,1,0870102,1121207,121.4912435,25.0798566
22555003,統一超商股份有限公司,16434827,新竹縣第１９分公司,新竹縣竹東鎮東寧路二段１８８號１樓,3,0870102,1040716,121.088788,24.7333398
22555003,統一超商股份有限公司,16434832,台中巿第一二七分公司,臺中市西區臺灣大道2段90、92、96號1樓,3,0870102,1021227,120.6615879,24.1558693
22555003,統一超商股份有限公司,16434848,台中巿第一二八分公司,臺中市北區太原路一段４９２號地下第１層１樓、忠明八街１號,1,0870102,1110621,120.6706709,24.1648246
22555003,統一超商股份有限公司,16434903,台南縣第６０分公司,臺南市安定區保西村２鄰３３９之１號１樓,3,0870103,0930325,120.2334385,23.090792
22555003,統一超商股份有限公司,16434919,台南縣第６１分公司,臺南市仁德區中正路二段１０５２號,1,0870103,1130328,120.2528271,22.9681958
22555003,統一超商股份有限公司,16434925,高雄市第四六三分公司,高雄市茄萣區白雲村茄萣路二段四０三號一樓,1,0870103,1130328,120.1829926,22.9017618
22555003,統一超商股份有限公司,16434930,高雄縣第六十九分公司,高雄市梓官區大舍東路７巷１號１樓,3,0870103,0870103,120.2616976,22.747237
22555003,統一超商股份有限公司,16434946,高雄市第三五七分公司,高雄市大寮區自由路１、１–１號１樓,1,0870103,1120315,120.3898877,22.6156228
22555003,統一超商股份有限公司,16434951,台北縣第２９８分公司,新北市新莊區中平路192號1樓,3,0870103,1040713,121.444981,25.048234
22555003,統一超商股份有限公司,16434967,台北縣第２９９分公司,臺北縣樹林鎮樹西里７鄰中山路一段１７２號１樓,3,0870103,0891102,121.4219106,24.9892126
22555003,統一超商股份有限公司,16435543,彰化縣第３９分公司,彰化縣埔心鄉員鹿路一段２１３號１樓,3,0870112,0880909,120.5581608,23.955212
22555003,統一超商股份有限公司,16435558,台北巿第３６４分公司,臺北市中山區長春路67號1樓,1,0870112,1070906,121.5265715,25.0550434
22555003,統一超商股份有限公司,16436156,台北縣第３０２分公司,新北市汐止區茄苳里茄苳路196號1樓,1,0870119,1121129,121.6701773,25.0690607
22555003,統一超商股份有限公司,16436162,台南縣第６２分公司,臺南市新營區延平路六十五、六十七號１樓,3,0870119,0870119,120.3133234,23.2992662
22555003,統一超商股份有限公司,16436331,基隆市第２２分公司,基隆市安樂區基金三路80、80-1號1樓,1,0870122,1121201,121.6957187,25.1566969
22555003,統一超商股份有限公司,16436347,台北縣第３０１分公司,新北市三重區福德里成功路106、106-2號1樓,1,0870122,1111125,121.487412,25.051455
22555003,統一超商股份有限公司,16436352,台北巿第３６５分公司,臺北市信義區大仁里8鄰林口街48號,1,0870122,1070906,121.5794416,25.038253
22555003,統一超商股份有限公司,16436509,台北巿第３６６分公司,臺北市北投區振興街31號1樓,3,0870202,1070905,121.5223905,25.1179589
22555003,統一超商股份有限公司,16436515,台北縣第３０３分公司,新北市新店區安忠路六十五巷２號１樓,3,0870202,0870202,121.5107806,24.9561621
22555003,統一超商股份有限公司,16436521,桃園縣第１０９分公司,桃園市蘆竹區南崁路二段六十六–２號１樓,3,0870202,0930604,121.2716431,25.0604487
22555003,統一超商股份有限公司,16436536,苗栗縣第１５分公司,苗栗縣竹南鎮竹南里十一鄰博愛街五十三號１樓,3,0870202,0870202,120.8750688,24.6869301
22555003,統一超商股份有限公司,16436711,台北巿第３６７分公司,臺北市北投區公館路31號1樓,1,0870202,1070906,121.5031447,25.1330976
22555003,統一超商股份有限公司,16436727,台北巿第３６８分公司,臺北市士林區士東路２００巷二十一號１樓,3,0870202,0870202,121.5335541,25.1126872
22555003,統一超商股份有限公司,16436780,苗栗縣第１４分公司,苗栗縣苑裡鎮房裡里南房六十三–９號１樓,3,0870204,0930709,120.631021,24.434953
22555003,統一超商股份有限公司,16436796,台東縣第７分公司,臺東縣大武鄉大武村復興路八十號,3,0870204,0870204,120.9073788,22.3635485
22555003,統一超商股份有限公司,16437535,台北縣第３０４分公司,新北市板橋區中山路二段３１６號１樓,3,0870212,0870212,121.4801356,25.0190648
22555003,統一超商股份有限公司,16437562,台南縣第六十三分公司,臺南市關廟區南花村中正路８８１號１樓,1,0870213,1130328,120.3314885,22.9617503
22555003,統一超商股份有限公司,16437578,高雄巿第１７１分公司,高雄市新興區開平里七賢一路２９０、２９２、２９４號１樓,3,0870213,0920121,120.3091164,22.6342553
22555003,統一超商股份有限公司,16437752,宜蘭縣第１５分公司,宜蘭縣宜蘭市泰山路212號,1,0870213,1121128,121.7381691,24.7516532
